0.90397203,0.970735192,1.037498355,1.104261518,1.17102468,1.237787843,1.304551005,1.371314168,1.438077331,1.504840493,1.571603656,1.638366818,1.705129981,1.773898502,1.842667023,1.911435544,1.980204066,2.048972587,2.117741108,2.209651073,2.301561038,2.393471003,2.485380967,2.577290932,2.669200897
1.025784999,1.122163167,1.218541334,1.314919502,1.411297669,1.507675836,1.604054004,1.700432171,1.796810339,1.893188506,1.989566674,2.085944841,2.182323009,2.249855523,2.317388038,2.384920552,2.452453067,2.519985581,2.587518096,2.673006813,2.758495529,2.843984246,2.929472963,3.01496168,3.100450397
1.147597969,1.273591141,1.399584313,1.525577486,1.651570658,1.77756383,1.903557003,2.029550175,2.155543347,2.28153652,2.407529692,2.533522864,2.659516037,2.725812544,2.792109052,2.85840556,2.924702068,2.990998576,3.057295084,3.136362553,3.215430021,3.29449749,3.373564959,3.452632427,3.531699896
1.269410938,1.425019115,1.580627292,1.73623547,1.891843647,2.047451824,2.203060001,2.358668178,2.514276356,2.669884533,2.82549271,2.981100887,3.136709064,3.201769566,3.266830067,3.331890568,3.396951069,3.462011571,3.527072072,3.599718293,3.672364513,3.745010734,3.817656954,3.890303175,3.962949395
1.391223907,1.57644709,1.761670272,1.946893454,2.132116636,2.317339818,2.502563,2.687786182,2.873009364,3.058232546,3.243455728,3.42867891,3.613902092,3.677726587,3.741551081,3.805375576,3.869200071,3.933024565,3.99684906,4.063074032,4.129299005,4.195523977,4.26174895,4.327973922,4.394198895
1.527909517,1.714246599,1.90058368,2.086920762,2.273257844,2.459594925,2.645932007,2.832269088,3.01860617,3.204943252,3.391280333,3.577617415,3.763954496,3.834670043,3.90538559,3.976101136,4.046816683,4.117532229,4.188247776,4.258806348,4.32936492,4.399923491,4.470482063,4.541040635,4.611599207
1.664595127,1.852046108,2.039497089,2.226948071,2.414399052,2.601850033,2.789301014,2.976751995,3.164202976,3.351653957,3.539104939,3.72655592,3.914006901,3.991613499,4.069220098,4.146826696,4.224433295,4.302039893,4.379646492,4.454538663,4.529430834,4.604323006,4.679215177,4.754107348,4.828999519
1.801280737,1.989845618,2.178410498,2.366975379,2.55554026,2.74410514,2.932670021,3.121234902,3.309799782,3.498364663,3.686929544,3.875494425,4.064059305,4.148556956,4.233054606,4.317552257,4.402049907,4.486547558,4.571045208,4.650270979,4.729496749,4.80872252,4.887948291,4.967174061,5.046399832
1.937966347,2.127645127,2.317323907,2.507002687,2.696681468,2.886360248,3.076039028,3.265717808,3.455396589,3.645075369,3.834754149,4.024432929,4.21411171,4.305500412,4.396889114,4.488277817,4.579666519,4.671055222,4.762443924,4.846003294,4.929562664,5.013122034,5.096681404,5.180240774,5.263800144
2.074651957,2.265444636,2.456237316,2.647029996,2.837822676,3.028615355,3.219408035,3.410200715,3.600993395,3.791786075,3.982578754,4.173371434,4.364164114,4.462443868,4.560723623,4.659003377,4.757283131,4.855562886,4.95384264,5.041735609,5.129628579,5.217521548,5.305414518,5.393307487,5.481200457
2.211337566,2.403244146,2.595150725,2.787057304,2.978963884,3.170870463,3.362777042,3.554683622,3.746590201,3.93849678,4.13040336,4.322309939,4.514216518,4.619387325,4.724558131,4.829728937,4.934899743,5.04007055,5.145241356,5.237467925,5.329694494,5.421921062,5.514147631,5.6063742,5.698600769
2.348023176,2.541043655,2.734064134,2.927084613,3.120105092,3.313125571,3.506146049,3.699166528,3.892187007,4.085207486,4.278227965,4.471248444,4.664268923,4.776330781,4.888392639,5.000454497,5.112516356,5.224578214,5.336640072,5.43320024,5.529760408,5.626320577,5.722880745,5.819440913,5.916001081
2.484708786,2.678843164,2.872977543,3.067111921,3.2612463,3.455380678,3.649515057,3.843649435,4.037783813,4.231918192,4.42605257,4.620186949,4.814321327,4.933274237,5.052227147,5.171180058,5.290132968,5.409085878,5.528038788,5.628932556,5.729826323,5.830720091,5.931613859,6.032507626,6.133401394
2.621394396,2.816642674,3.011890952,3.20713923,3.402387508,3.597635786,3.792884064,3.988132342,4.18338062,4.378628898,4.573877176,4.769125454,4.964373732,5.090217694,5.216061656,5.341905618,5.46774958,5.593593542,5.719437504,5.824664871,5.929892238,6.035119605,6.140346972,6.245574339,6.350801706
2.758080006,2.954442183,3.150804361,3.347166538,3.543528716,3.739890893,3.936253071,4.132615248,4.328977426,4.525339603,4.721701781,4.918063958,5.114426136,5.24716115,5.379896164,5.512631178,5.645366192,5.778101206,5.91083622,6.020397186,6.129958153,6.239519119,6.349080086,6.458641052,6.568202019
2.81853351,3.024979945,3.23142638,3.437872815,3.64431925,3.850765685,4.05721212,4.263658555,4.47010499,4.676551425,4.882997861,5.089444296,5.295890731,5.43234476,5.568798788,5.705252817,5.841706846,5.978160875,6.114614904,6.228059351,6.341503799,6.454948246,6.568392694,6.681837142,6.795281589
2.878987014,3.095517707,3.312048399,3.528579092,3.745109785,3.961640477,4.17817117,4.394701862,4.611232555,4.827763247,5.04429394,5.260824633,5.477355325,5.617528369,5.757701413,5.897874457,6.0380475,6.178220544,6.318393588,6.435721517,6.553049445,6.670377374,6.787705302,6.905033231,7.022361159
2.939440519,3.166055469,3.392670419,3.619285369,3.845900319,4.072515269,4.299130219,4.525745169,4.752360119,4.97897507,5.20559002,5.43220497,5.65881992,5.802711979,5.946604037,6.090496096,6.234388155,6.378280213,6.522172272,6.643383682,6.764595091,6.885806501,7.00701791,7.12822932,7.24944073
2.999894023,3.236593231,3.473292438,3.709991646,3.946690853,4.183390061,4.420089269,4.656788476,4.893487684,5.130186892,5.366886099,5.603585307,5.840284514,5.987895588,6.135506662,6.283117735,6.430728809,6.578339883,6.725950956,6.851045847,6.976140738,7.101235628,7.226330519,7.351425409,7.4765203
3.060347527,3.307130992,3.553914458,3.800697923,4.047481388,4.294264853,4.541048318,4.787831783,5.034615248,5.281398714,5.528182179,5.774965644,6.021749109,6.173079198,6.324409286,6.475739375,6.627069463,6.778399552,6.92972964,7.058708012,7.187686384,7.316664755,7.445643127,7.574621499,7.70359987
3.120801032,3.377668754,3.634536477,3.8914042,4.148271922,4.405139645,4.662007368,4.91887509,5.175742813,5.432610536,5.689478258,5.946345981,6.203213704,6.358262807,6.513311911,6.668361014,6.823410118,6.978459221,7.133508325,7.266370177,7.39923203,7.532093883,7.664955735,7.797817588,7.93067944
3.181254536,3.448206516,3.715158496,3.982110476,4.249062457,4.516014437,4.782966417,5.049918397,5.316870377,5.583822358,5.850774338,6.117726318,6.384678298,6.543446417,6.702214535,6.860982653,7.019750772,7.17851889,7.337287009,7.474032342,7.610777676,7.74752301,7.884268343,8.021013677,8.157759011
3.24170804,3.518744278,3.795780516,4.072816753,4.349852991,4.626889229,4.903925467,5.180961704,5.457997942,5.73503418,6.012070417,6.289106655,6.566142893,6.728630026,6.89111716,7.053604293,7.216091426,7.37857856,7.541065693,7.681694508,7.822323322,7.962952137,8.103580952,8.244209766,8.384838581
3.302161545,3.58928204,3.876402535,4.16352303,4.450643526,4.737764021,5.024884516,5.312005011,5.599125506,5.886246002,6.173366497,6.460486992,6.747607487,6.913813636,7.080019784,7.246225932,7.412432081,7.578638229,7.744844377,7.889356673,8.033868968,8.178381264,8.32289356,8.467405856,8.611918151
3.362615049,3.659819802,3.957024554,4.254229307,4.55143406,4.848638813,5.145843565,5.443048318,5.740253071,6.037457824,6.334662577,6.631867329,6.929072082,7.098997245,7.268922408,7.438847572,7.608772735,7.778697898,7.948623061,8.097018838,8.245414615,8.393810391,8.542206168,8.690601945,8.838997722
3.423068553,3.730357563,4.037646574,4.344935584,4.652224594,4.959513605,5.266802615,5.574091625,5.881380635,6.188669646,6.495958656,6.803247666,7.110536677,7.284180855,7.457825033,7.631469211,7.805113389,7.978757567,8.152401745,8.304681003,8.456960261,8.609239519,8.761518776,8.913798034,9.066077292
3.483522058,3.800895325,4.118268593,4.435641861,4.753015129,5.070388397,5.387761664,5.705134932,6.0225082,6.339881468,6.657254736,6.974628003,7.292001271,7.469364464,7.646727657,7.82409085,8.001454043,8.178817236,8.356180429,8.512343168,8.668505907,8.824668646,8.980831385,9.136994123,9.293156862
3.543975562,3.871433087,4.198890613,4.526348138,4.853805663,5.181263189,5.508720714,5.836178239,6.163635765,6.49109329,6.818550815,7.146008341,7.473465866,7.654548074,7.835630282,8.01671249,8.197794698,8.378876906,8.559959114,8.720005333,8.880051553,9.040097773,9.200143993,9.360190213,9.520236433
3.604429066,3.941970849,4.279512632,4.617054415,4.954596198,5.29213798,5.629679763,5.967221546,6.304763329,6.642305112,6.979846895,7.317388678,7.65493046,7.839731683,8.024532906,8.209334129,8.394135352,8.578936575,8.763737798,8.927667499,9.091597199,9.2555269,9.419456601,9.583386302,9.747316003
