Time,Chamber Pressure [Bar],N2 Pressure [Bar],Leakage Rate [Bar/Min],Wall Temp [C],Coolant In Temp,Coolant Out Temp,Injector Temp [C],Internal Temp [C],Heater on?
06/13/2024 10:26:18.771 AM,0.05710487813,0.3390142918,-0.03890595585,45.79783249,39.48189926,39.12518692,34.84943008,39.81635666,1
06/13/2024 10:26:19.671 AM,0.02843504958,0.3557376266,-0.06769274175,45.94700241,39.4728508,39.13018799,34.86943817,39.91612244,1
06/13/2024 10:26:20.771 AM,0.004545032978,0.3557376266,-0.08327860385,46.24951553,39.46770477,39.1269989,34.90817261,40.11615372,1
06/13/2024 10:26:21.671 AM,0.05232607201,0.3485709131,-0.08099079132,46.5514679,39.49656296,39.1330986,34.94391632,40.30818558,1
06/13/2024 10:26:22.771 AM,0.05471597612,0.3414041996,0.005393657368,46.85260773,39.52573395,39.15836334,34.98318481,40.49878311,1
06/13/2024 10:26:23.771 AM,0.03799165785,0.3461820185,-0.03159411624,47.14888,39.56145477,39.18520355,35.02189255,40.68239594,1
06/13/2024 10:26:24.771 AM,0.08816260099,0.3390142918,0.04471023753,47.29970932,39.59635925,39.19700241,35.0430069,40.77447128,1
06/13/2024 10:26:25.771 AM,0.02126834542,0.3390142918,0.05976265669,47.59650421,39.62524033,39.24545288,35.08162308,40.95359039,1
06/13/2024 10:26:26.671 AM,0.009322836064,0.3414041996,0.005599176511,47.89653015,39.62560654,39.27462769,35.11928558,41.12939453,1
06/13/2024 10:26:27.671 AM,0.07860599458,0.3127343953,0.02340311185,48.19128036,39.61593628,39.2781105,35.15810394,41.30221176,1
06/13/2024 10:26:28.672 AM,0.05710487813,0.3127343953,0.01529265009,48.34057999,39.62061691,39.27959442,35.17796707,41.3848877,1
06/13/2024 10:26:29.671 AM,0.04754826799,0.3390142918,-0.03506654128,48.6374054,39.65383911,39.28544235,35.21933746,41.55242538,1
06/13/2024 10:26:30.771 AM,0.03560275584,0.3461820185,0.01423535962,48.93164444,39.68274307,39.31346512,35.25958252,41.71823502,1
06/13/2024 10:26:31.671 AM,-0.005011575762,0.3270688057,-0.02217610553,49.22255707,39.78053284,39.35153961,35.30027771,41.87890625,1
06/13/2024 10:26:32.671 AM,-0.01217928343,0.3629053235,-0.05894593894,49.520401,39.85211945,39.42546082,35.34215164,42.03973389,1
06/13/2024 10:26:33.771 AM,0.02126834542,0.3342365026,-0.1344852,49.81155777,39.8928566,39.47954559,35.38410568,42.19834518,1
06/13/2024 10:26:34.671 AM,0.04515936598,0.3581265211,-0.1069332138,49.95708084,39.90333176,39.50353241,35.40442657,42.27455139,1
06/13/2024 10:26:35.771 AM,0.04515936598,0.3246798813,-0.0516686663,50.25136948,39.91016769,39.53206635,35.44731903,42.43247604,0
06/13/2024 10:26:36.771 AM,0.04515936598,0.3318476081,-0.03775919601,50.53900909,39.91054535,39.54701996,35.48854446,42.58555603,0
06/13/2024 10:26:37.772 AM,0.04515936598,0.343793124,0.0005388758727,50.82984161,39.89286804,39.55280685,35.5337677,42.74050903,0
06/13/2024 10:26:38.772 AM,0.03799165785,0.3509598076,0.0396110937,50.97405243,39.88968277,39.54890823,35.55268478,42.81703949,0
06/13/2024 10:26:39.772 AM,0.04993717,0.2792877555,0.02824851871,51.2545433,39.88158035,39.55324936,35.59627533,42.97106934,0
06/13/2024 10:26:40.671 AM,0.06188267842,0.3557376266,0.1073732525,51.52764511,39.87425232,39.54592133,35.63921738,43.12491226,0
06/13/2024 10:26:41.771 AM,0.04038055986,0.3366253972,0.08536165953,51.78395462,39.9111824,39.54872513,35.68215561,43.27546692,0
06/13/2024 10:26:42.671 AM,0.03321385756,0.3366253972,0.04923425242,51.90597153,39.94808578,39.5591507,35.70545197,43.35123062,0
06/13/2024 10:26:43.772 AM,0.06904938072,0.3103454709,-0.007192084566,52.13442612,40.04316711,39.61461639,35.74950027,43.50307846,0
06/13/2024 10:26:44.771 AM,0.04038055986,0.3509598076,-0.02981344983,52.34803772,40.10269165,39.68144608,35.79317474,43.64813232,0
06/13/2024 10:26:45.672 AM,0.02365724742,0.3557376266,-0.03937792778,52.53803635,40.12899017,39.73193359,35.83793259,43.79489517,0
06/13/2024 10:26:46.771 AM,0.07143828273,0.370072037,-0.02332794107,52.7103653,40.15311813,39.76246643,35.8822937,43.9330101,0
06/13/2024 10:26:47.672 AM,0.09294040501,0.3652942181,0.02353806235,52.79041672,40.16159821,39.77787781,35.90292358,44.00177765,0
06/13/2024 10:26:48.772 AM,0.05710487813,0.3533487022,0.07725889981,52.94038391,40.18219757,39.79990768,35.95033646,44.13491058,0
06/13/2024 10:26:49.771 AM,0.06188267842,0.3414041996,0.1325237751,53.07276535,40.21330643,39.8249855,35.99349976,44.25999451,0
06/13/2024 10:26:50.671 AM,0.07143828273,0.3175121844,0.1726147979,53.18822098,40.23463058,39.85413361,36.03575134,44.38253784,0
06/13/2024 10:26:51.771 AM,0.07143828273,0.3366253972,0.1776640564,53.29288101,40.26638412,39.87771988,36.08169556,44.50165558,0
06/13/2024 10:26:52.671 AM,0.06427158415,0.3605154157,0.2013353258,53.33860397,40.30046844,39.89155197,36.10359192,44.55569077,0
06/13/2024 10:26:53.672 AM,0.0833837986,0.3342365026,0.189869374,53.42353439,40.35761261,39.94249725,36.14738083,44.6632843,0
06/13/2024 10:26:54.671 AM,0.04515936598,0.3557376266,0.1558937132,53.49692154,40.35389709,39.98534393,36.19142532,44.76123047,0
06/13/2024 10:26:55.671 AM,0.06666047871,0.3485709131,0.1089726314,53.56122589,40.36641312,39.98844528,36.23642349,44.85644913,0
